Date,Close,Open,High,Low,Vol,Change
29/01/2016,545.25,539.96,545.71,537.51,122.86K,1.07%
28/01/2016,539.47,542.01,544.73,538.59,113.21K,-0.59%
27/01/2016,542.69,541.18,543.88,540.03,124.97K,0.92%
26/01/2016,537.73,534.06,542.98,531.27,142.01K,-0.85%
25/01/2016,542.35,522.24,542.36,522.24,164.27K,3.85%
22/01/2016,522.24,521.88,525.83,513.82,169.04K,0.07%
21/01/2016,521.88,529.44,531.21,520.74,152.78K,-1.43%
20/01/2016,529.44,532.81,536.57,529.42,128.32K,-1.18%
19/01/2016,535.77,525.65,535.77,525.65,126.00K,1.79%
18/01/2016,526.37,532.54,532.54,518.16,164.10K,-3.07%
15/01/2016,543.04,554.35,556.55,543.04,130.43K,-1.81%
14/01/2016,553.03,555.88,556.62,550.6,149.70K,-1.31%
13/01/2016,560.37,565.21,566.02,560.37,134.30K,-0.69%
12/1/2016,564.26,557.36,564.26,557.36,118.61K,1.15%
11/1/2016,557.87,559.05,563.04,557.51,106.07K,-0.39%
8/1/2016,560.05,562.62,563.17,556.36,143.16K,-0.94%
7/1/2016,565.36,570.62,570.94,561.09,147.86K,-1.60%
6/1/2016,574.57,569.5,574.57,569.5,95.94K,0.81%
5/1/2016,569.94,571.66,575.4,569.26,104.10K,-0.78%
4/1/2016,574.41,579.03,579.97,573.15,108.48K,-0.80%
31/12/2015,579.03,579.12,580.82,575.73,134.37K,-0.07%
30/12/2015,579.45,576.5,579.45,575.71,90.05K,0.55%
29/12/2015,576.29,569.4,576.29,566.49,114.62K,1.12%
28/12/2015,569.9,570.57,572.92,569.4,134.30K,0.39%
25/12/2015,567.67,566.6,570.49,566.6,109.17K,0.26%
24/12/2015,566.17,566.65,567.8,565.62,71.91K,0.34%
23/12/2015,564.27,564.93,568.16,562.3,90.23K,-0.37%
22/12/2015,566.35,567.88,570.86,565.48,84.51K,-0.10%
21/12/2015,566.9,570.45,571.28,565.35,125.68K,-0.23%
18/12/2015,568.18,574.66,578,568.18,211.30K,-1.55%
17/12/2015,577.11,572.55,579.18,572.55,90.78K,0.80%
16/12/2015,572.55,570.36,575.54,570.36,114.46K,0.80%
15/12/2015,568,563.3,568.74,563.3,119.81K,1.03%
14/12/2015,562.22,564.14,566.28,560.99,116.30K,-0.21%
11/12/2015,563.43,560.99,567.13,559.73,99.45K,0.43%
10/12/2015,561.04,564.86,567.62,561.04,113.10K,-0.74%
9/12/2015,565.2,575.08,576.63,565.2,107.44K,-1.56%
8/12/2015,574.15,561,574.15,556.92,112.95K,1.87%
7/12/2015,563.62,570.12,571.2,563.41,78.32K,-1.40%
4/12/2015,571.62,574,574.69,567.95,87.33K,-0.48%
3/12/2015,574.38,574.04,576.84,573.2,128.30K,-0.01%
2/12/2015,574.42,571.01,577.03,571.01,104.14K,0.70%
1/12/2015,570.41,573.39,577.58,570.41,116.02K,-0.49%
30/11/2015,573.2,581.39,581.65,571.12,132.94K,-1.66%
27/11/2015,582.86,589.09,591.84,582.86,142.24K,-1.28%
26/11/2015,590.4,593.12,594.67,590.39,157.76K,-0.89%
25/11/2015,595.7,593.24,596.92,588.1,143.86K,0.31%
24/11/2015,593.83,599.81,599.94,590.41,169.70K,-1.03%
23/11/2015,599.99,605.89,607.69,599.99,153.19K,-0.74%
20/11/2015,604.46,602.11,606.58,601.9,140.72K,0.43%
19/11/2015,601.9,604.38,605.56,600.84,122.67K,-0.24%
18/11/2015,603.34,603.32,606.62,602.13,123.13K,-0.28%
17/11/2015,605.05,609.46,611.18,605.05,171.38K,-0.68%
16/11/2015,609.21,609.77,611.92,605.39,137.77K,-0.34%
13/11/2015,611.27,604.41,611.27,603.72,159.05K,0.94%
12/11/2015,605.58,602.02,605.58,595.86,144.36K,0.34%
11/11/2015,603.53,604.13,609.24,603.34,95.35K,-0.29%
10/11/2015,605.27,609.3,610.6,605.08,119.83K,-0.88%
9/11/2015,610.66,612.29,613.79,610.35,122.66K,-0.28%
6/11/2015,612.36,615.54,617.79,608.89,109.92K,-0.46%
5/11/2015,615.18,609.49,616.46,608.53,99.75K,0.75%
4/11/2015,610.6,614.29,617.93,610.6,112.57K,-0.18%
3/11/2015,611.71,605.32,611.71,600.46,116.50K,1.48%
2/11/2015,602.76,607.93,610.17,601.99,123.80K,-0.76%
30/10/2015,607.37,605.49,608.01,603.93,91.23K,0.36%
29/10/2015,605.2,599.32,605.2,598.8,102.97K,1.50%
28/10/2015,596.24,599.09,601.09,596.24,119.72K,-0.37%
27/10/2015,598.44,597.8,600.51,595.62,106.26K,-0.03%
26/10/2015,598.61,604.41,606.79,598.61,102.76K,-0.52%
23/10/2015,601.74,598.55,602.55,598.25,104.41K,1.12%
22/10/2015,595.08,590.24,595.81,589.74,94.88K,0.82%
21/10/2015,590.24,590.43,594.5,589.84,100.32K,-0.04%
20/10/2015,590.45,594.97,596.37,588.26,127.21K,-0.70%
19/10/2015,594.61,593.87,598.11,591.6,107.69K,0.27%
16/10/2015,593.02,592.4,599.74,592.4,132.29K,0.10%
15/10/2015,592.4,591.36,594.17,588.98,115.35K,0.41%
14/10/2015,589.98,592.45,593.73,589.62,113.48K,-0.15%
13/10/2015,590.84,589.09,591.66,588.54,115.29K,-0.21%
12/10/2015,592.1,587.72,594.74,587.25,152.11K,0.69%
9/10/2015,588.02,590.91,593.02,587.57,162.69K,0.21%
8/10/2015,586.78,580.04,588.35,579.82,194.06K,1.24%
7/10/2015,579.57,583.97,587.3,579.57,146.23K,-0.30%
6/10/2015,581.29,577.45,581.38,574.63,179.24K,1.98%
5/10/2015,570,564.58,570,563.95,98.66K,1.37%
2/10/2015,562.31,563.33,565.01,561.73,81.80K,-0.22%
1/10/2015,563.54,563.39,565.63,563.23,82.59K,0.16%
30/09/2015,562.64,562.5,565.65,562.5,83.82K,0.26%
29/09/2015,561.19,559.83,561.76,557.65,93.14K,-0.65%
28/09/2015,564.88,571.29,572.15,564.88,86.04K,-0.96%
25/09/2015,570.38,570.41,572.09,567.71,79.09M,0.02%
24/09/2015,570.25,573.5,575.36,570.12,107.03M,-0.43%
23/09/2015,572.72,570.64,573.85,569.51,107.83M,-0.08%
22/09/2015,573.2,573.09,575.17,570.26,121.25M,0.19%
21/09/2015,572.12,566.74,572.26,565.16,109.41M,1.04%
18/09/2015,566.25,564.69,569.5,564.69,153.41K,0.67%
17/09/2015,562.48,563.93,565.85,562.48,88.37K,-0.29%
16/09/2015,564.13,561.86,564.82,561.69,74.66K,0.15%
15/09/2015,563.27,564.38,565.05,561.1,85.24K,0.20%
14/09/2015,562.17,569.21,572.25,561.46,84.88K,-0.81%
11/9/2015,566.74,572.14,573.99,566.18,94.99K,-0.93%
10/9/2015,572.07,567.51,576.13,567.09,70.33K,-0.05%
9/9/2015,572.34,574.06,574.73,569.69,89.60K,0.99%
8/9/2015,566.72,554.48,566.72,554.34,107.30K,2.12%
7/9/2015,554.93,557.07,560.09,554.44,75.02K,-0.34%
4/9/2015,556.81,554.85,558.9,554.77,66.99K,0.45%
3/9/2015,554.3,559.32,561.43,551.47,93.47K,-1.42%
1/9/2015,562.31,565.75,569.18,561.28,98.67K,-0.43%
31/08/2015,564.75,573.1,573.1,563.99,127.97K,-1.07%
28/08/2015,570.87,561.36,570.87,559.35,165.73K,2.71%
27/08/2015,555.81,551.89,558.93,551.44,127.73K,1.82%
26/08/2015,545.89,530.05,545.89,530.05,124.14K,3.00%
25/08/2015,529.98,511.13,535.48,511.13,177.69K,0.58%
24/08/2015,526.93,550.48,550.48,523.55,174.56K,-5.28%
21/08/2015,556.3,559.34,559.97,542.31,185.89K,-1.83%
20/08/2015,566.69,577.82,577.82,565.09,113.12K,-1.93%
19/08/2015,577.82,576.44,580.99,569.21,106.33K,-0.41%
18/08/2015,580.22,571.31,580.22,571.22,93.87K,1.23%
17/08/2015,573.15,588.67,591.2,571.26,108.22K,-2.70%
14/08/2015,589.03,592.8,598.55,585.97,90.67K,-0.88%
13/08/2015,594.26,603.31,603.31,590.44,126.47K,-1.65%
12/8/2015,604.24,609.33,611.46,602.01,112.17K,-1.44%
11/8/2015,613.05,615.17,619.69,611.17,119.70K,-0.24%
10/8/2015,614.53,603.82,614.53,603.82,90.73K,1.78%
7/8/2015,603.76,601.57,604.04,597.75,87.76K,0.45%
6/8/2015,601.04,607.84,609.31,600.85,110.44K,-0.99%
5/8/2015,607.08,600.68,608.21,600.68,108.57K,1.05%
4/8/2015,600.76,607.95,609.91,600.76,83.58K,-1.43%
3/8/2015,609.47,617.12,617.12,605.63,129.80K,-1.87%
31/07/2015,621.06,628.31,629.97,621.06,112.60K,-0.88%
30/07/2015,626.57,625.46,627.11,622.43,102.58K,0.30%
29/07/2015,624.7,632,634.64,624.7,114.16K,-1.07%
28/07/2015,631.47,636.58,639.54,631.47,155.01K,-0.63%
27/07/2015,635.46,629.68,636.84,629.42,123.98K,0.67%
24/07/2015,631.26,633.27,634.61,627.99,111.65K,-0.12%
23/07/2015,632.01,632.07,637.91,631.43,120.93K,0.34%
22/07/2015,629.85,614.56,629.94,613.58,120.81K,2.15%
21/07/2015,616.61,619.9,624.47,613.83,100.72K,-0.63%
20/07/2015,620.54,624.84,624.84,616.11,120.58K,-1.29%
17/07/2015,628.63,628.45,631.67,626.21,106.88K,0.28%
16/07/2015,626.9,627.32,632.21,622.57,132.74K,-0.63%
15/07/2015,630.89,640.43,641.06,630.89,141.79K,-1.22%
14/07/2015,638.69,635.55,640.43,628.43,155.03K,0.73%
13/07/2015,634.06,631.56,637.07,627.69,140.49K,1.08%
10/7/2015,627.28,627.56,630.79,624.7,216.87K,0.83%
9/7/2015,622.1,616.2,626.38,613.34,148.19K,-0.17%
8/7/2015,623.17,630.4,634.13,617.29,191.33K,-1.13%
7/7/2015,630.27,623.89,633.73,620.59,175.37K,0.81%
6/7/2015,625.22,618.75,625.34,618.65,179.75K,1.43%
3/7/2015,616.43,608.82,617.96,608.82,164.55K,1.77%
2/7/2015,605.7,591.5,605.7,590.52,136.67K,2.40%
1/7/2015,591.5,594.52,594.52,587.33,133.32K,-0.26%
30/06/2015,593.05,588.77,598.98,588.77,156.14K,0.22%
29/06/2015,591.75,580.16,591.75,579.61,121.74K,1.72%
26/06/2015,581.75,586.04,592.59,581.75,152.47K,-1.06%
25/06/2015,587.99,589.29,590.37,585.34,114.60K,-0.34%
24/06/2015,590.02,592.19,594.01,589.02,128.94K,-0.51%
23/06/2015,593.07,592.44,595.11,590.76,130.76K,-0.17%
22/06/2015,594.08,588.33,594.08,588.01,154.76K,1.60%
19/06/2015,584.7,584.08,588.48,582.47,201.25K,0.75%
18/06/2015,580.35,578.73,583.02,578.47,98.18K,0.26%
17/06/2015,578.87,578.53,584.04,575.88,131.42K,-0.26%
16/06/2015,580.35,587.76,589.33,580.35,162.62K,-1.05%
15/06/2015,586.48,583.51,586.67,581.35,154.92K,0.64%
12/6/2015,582.73,582.54,585.01,578.8,163.05K,0.29%
11/6/2015,581.05,577.32,582.68,575.25,166.70K,1.21%
10/6/2015,574.1,576.06,576.62,569.59,133.53K,-0.06%
9/6/2015,574.47,578.68,582.13,573.73,162.01K,-0.92%
8/6/2015,579.83,580.74,585.51,579.45,193.17K,0.30%
5/6/2015,578.07,568.63,579.01,568.37,147.67K,1.60%
4/6/2015,568.99,568.01,573.5,567.89,113.85K,0.19%
3/6/2015,567.9,570.55,573.91,567.81,125.47K,-0.42%
2/6/2015,570.31,575.7,581.24,570.31,123.89K,-0.81%
1/6/2015,574.98,571.15,579.58,570.14,118.50K,0.95%
29/05/2015,569.56,572.73,577.03,568.7,135.98K,-0.60%
28/05/2015,572.97,566.13,576.92,564.73,151.80K,1.15%
27/05/2015,566.48,564.64,569.63,563.28,115.04K,-0.13%
26/05/2015,567.2,563.31,570.29,562.58,143.16K,0.75%
25/05/2015,563,560.8,563.84,558.5,108.20K,0.21%
22/05/2015,561.82,553.41,561.82,550.81,119.60K,1.68%
21/05/2015,552.56,550.99,554,547.95,112.19K,0.45%
20/05/2015,550.1,536.35,550.33,536.07,128.46K,2.47%
19/05/2015,536.82,530,537.19,530,93.79K,1.49%
18/05/2015,528.95,535.82,536.71,528.9,105.37K,-1.58%
15/05/2015,537.44,543.61,545.48,537.44,74.95K,-1.15%
14/05/2015,543.69,542.53,545,540.72,68.00K,0.16%
13/05/2015,542.82,545.5,546.99,538.76,79.43K,-0.29%
12/5/2015,544.41,551.98,552.56,542.7,79.64K,-1.32%
11/5/2015,551.67,554.5,556.2,550.57,108.34K,-0.51%
8/5/2015,554.51,551.57,556.39,550.93,72.95K,0.28%
7/5/2015,552.98,548.51,554.22,547.53,70.11K,0.67%
6/5/2015,549.3,553.3,555.51,548.17,89.29K,-0.61%
5/5/2015,552.65,544.8,552.65,539.04,116.97K,1.39%
4/5/2015,545.08,560.62,563.36,545.08,112.53K,-3.08%
27/04/2015,562.4,567.77,568.47,562.4,61.88K,-0.60%
24/04/2015,565.77,563.17,567.36,561.56,61.68K,0.81%
23/04/2015,561.25,562.85,564.45,557.57,76.34K,-0.22%
22/04/2015,562.51,562.58,565.04,561.53,91.61K,0.05%
21/04/2015,562.24,563.78,567.52,562.24,98.59K,-0.50%
20/04/2015,565.04,568.52,568.83,562.66,98.95K,-0.58%
17/04/2015,568.32,568.28,572.76,568.28,107.31K,0.01%
16/04/2015,568.28,564.5,570.68,564.5,100.52K,0.67%
15/04/2015,564.5,558.94,565.39,558.94,82.31K,1.04%
14/04/2015,558.67,559.81,562.95,558.49,69.54K,-0.16%
13/04/2015,559.54,556.35,559.68,555.97,72.14K,0.99%
10/4/2015,554.03,550.96,557.65,550.96,104.20K,0.64%
9/4/2015,550.52,547.26,552.53,546.76,94.46K,0.51%
8/4/2015,547.72,549.69,551.23,546.29,80.15K,-0.07%
7/4/2015,548.11,542.71,548.37,540.79,96.78K,0.95%
6/4/2015,542.97,548.11,549.28,542.97,71.85K,-0.89%
3/4/2015,547.85,548.69,550.3,544.22,70.71K,0.18%
2/4/2015,546.85,540.54,546.85,536.87,89.76K,1.47%
1/4/2015,538.91,550.8,551.69,537.3,129.13K,-2.22%
31/03/2015,551.13,544.87,552.72,544.87,83.62K,1.09%
30/03/2015,545.19,551.75,554.26,545.07,108.63K,-1.13%
27/03/2015,551.42,558.93,561.13,549.65,91.63K,-0.85%
26/03/2015,556.16,556.12,559.68,553.19,83.83K,-0.85%
25/03/2015,560.93,567.62,568.4,559.87,87.61K,-1.15%
24/03/2015,567.43,569.33,569.91,562.07,91.92K,-0.61%
23/03/2015,570.89,576.64,579.39,570.44,99.55K,-0.79%
20/03/2015,575.44,572.57,577.56,571.92,151.54K,0.30%
19/03/2015,573.74,579.39,580.32,573.52,84.53K,-0.85%
18/03/2015,578.68,580.81,581.53,577.26,108.04K,-0.53%
17/03/2015,581.76,580.6,583.59,580.6,105.06K,0.17%
16/03/2015,580.8,583.26,586.19,580.55,100.54K,-0.90%
13/03/2015,586.1,589.04,591.75,586.1,97.28K,-0.41%
12/3/2015,588.53,585.89,589.67,585.48,82.74K,0.34%
11/3/2015,586.54,589.04,590.56,586.49,86.32K,-0.53%
10/3/2015,589.66,586.38,591.17,586.38,105.17K,0.21%
9/3/2015,588.44,594.08,596.32,587.27,98.83K,-0.93%
6/3/2015,593.97,596.42,598.33,592.71,101.68K,-0.49%
5/3/2015,596.91,601.08,602.4,596.75,134.36K,-0.58%
4/3/2015,600.39,598.49,600.69,595.34,120.52K,0.62%
3/3/2015,596.72,590.42,597.45,590.42,112.83K,1.01%
2/3/2015,590.73,591.75,593.72,588.59,86.66K,-0.31%
27/02/2015,592.57,598,598.4,590.58,78.31K,-0.70%
26/02/2015,596.72,593.95,597.07,591.78,89.94K,0.69%
25/02/2015,592.66,596.9,601.55,592.66,99.24K,-0.72%
24/02/2015,596.95,590.18,596.95,589.74,62.89K,1.65%
13/02/2015,587.24,586.26,589.02,585.6,73.84K,0.44%
12/2/2015,584.67,582.52,584.99,581.86,82.99K,0.50%
11/2/2015,581.76,574.88,581.76,574.88,77.50K,1.26%
10/2/2015,574.52,575.74,578.42,574.24,73.83K,0.17%
9/2/2015,573.55,574.06,577.04,572.79,71.32K,-0.10%
6/2/2015,574.13,569.03,574.36,569.03,64.28K,1.23%
5/2/2015,567.17,562.17,568.22,562.05,78.74K,1.02%
4/2/2015,561.45,556.93,561.69,553.21,100.17K,0.71%
3/2/2015,557.47,572.56,574.83,557.47,96.96K,-2.26%
2/2/2015,570.37,576.07,579.73,570.37,85.07K,-0.99%
30/01/2015,576.07,584.08,584.08,574.46,102.20K,-1.24%
29/01/2015,583.28,584.18,585.66,580.37,109.68K,-0.08%
28/01/2015,583.76,579.56,584.35,578.59,113.56K,0.77%
27/01/2015,579.3,580.45,584.28,575.5,157.54K,-0.23%
26/01/2015,580.64,584.89,586.76,580.64,139.91K,-0.30%
23/01/2015,582.38,578.22,583.57,577.57,184.12K,1.36%
22/01/2015,574.54,569.74,576.48,567.82,83.83K,0.95%
21/01/2015,569.12,573.54,574.41,569.12,83.04K,-0.54%
20/01/2015,572.22,570.78,574.96,570.14,79.46K,0.12%
19/01/2015,571.51,576.5,579.06,570.1,88.38K,-0.57%
16/01/2015,574.81,576.88,578.51,574.08,106.68K,-0.51%
15/01/2015,577.74,577.01,581.24,575.36,120.10K,0.13%
14/01/2015,577.01,579.77,582.21,571.67,108.94K,-0.62%
13/01/2015,580.6,573.26,580.65,573.26,111.67K,1.09%
12/1/2015,574.32,575.86,579.73,574.07,134.93K,0.81%
9/1/2015,569.73,555.53,570.52,555.53,107.48K,2.94%
8/1/2015,553.47,553.49,556.8,552.15,77.87K,0.26%
7/1/2015,552.05,548.44,555.83,548.44,111.71K,0.43%
6/1/2015,549.66,539.08,550.11,538.82,112.32K,0.96%
5/1/2015,544.45,545.43,549.22,543.78,95.95K,-0.22%
31/12/2014,545.63,538.68,546.62,537.91,122.97K,1.50%
30/12/2014,537.57,531.07,537.57,526.61,86.68K,0.92%
29/12/2014,532.68,533.37,538.83,528.63,104.11K,-0.13%
26/12/2014,533.37,531.84,537.89,527.41,105.31K,0.26%
25/12/2014,532.01,536.21,537.47,531.52,89.29K,-1.38%
24/12/2014,539.44,540.46,541.73,536.79,70.68K,0.29%
23/12/2014,537.88,535.61,543.22,532.78,110.20K,0.06%
22/12/2014,537.54,527.28,537.54,527.28,98.81K,2.76%
19/12/2014,523.09,527.61,533.3,522.1,180.82K,-1.01%
18/12/2014,528.45,522.9,528.6,521.33,113.30K,1.97%
17/12/2014,518.22,535.27,536.64,513.06,171.36K,-3.16%
16/12/2014,535.14,545.33,545.66,535,128.02K,-2.33%
15/12/2014,547.93,550.8,554.35,547.93,84.73K,-1.08%
12/12/2014,553.93,547.69,554.82,547.69,77.36K,0.69%
11/12/2014,550.11,549.78,557.96,547.55,95.72K,-1.27%
10/12/2014,557.19,550.35,558.47,544.78,119.41K,0.34%
9/12/2014,555.31,567.55,567.55,554.51,191.55K,-2.86%
8/12/2014,571.68,577.44,577.44,569.24,113.55K,-1.22%
5/12/2014,578.76,578.52,582.42,578.18,106.68K,0.07%
4/12/2014,578.38,576.63,581.27,576.63,108.39K,0.61%
3/12/2014,574.88,570.48,575.95,570.44,119.14K,0.96%
2/12/2014,569.43,570.44,570.79,568.55,101.63K,0.25%
1/12/2014,568.01,566.22,571.69,565.09,123.86K,0.25%
28/11/2014,566.58,570.61,572.12,565.1,145.68K,-1.10%
27/11/2014,572.89,575.63,575.82,567.36,117.67K,-0.55%
26/11/2014,576.04,587.58,588.16,575.09,162.04K,-1.68%
25/11/2014,585.91,583.53,588.42,583.53,114.07K,0.58%
24/11/2014,582.53,585.08,586.54,580.92,115.96K,-0.94%
21/11/2014,588.03,594.71,596.02,588.03,160.14K,-0.89%
20/11/2014,593.32,592.17,594.76,589.84,152.66K,0.84%
19/11/2014,588.35,594.88,597.29,588.35,162.36K,-0.99%
18/11/2014,594.25,600.86,602.53,594.25,143.92K,-1.11%
17/11/2014,600.93,602.4,604.63,600.93,114.41K,0.09%
14/11/2014,600.36,601.69,602.51,596.95,145.11K,-0.46%
13/11/2014,603.16,605.25,607.29,602.62,157.54K,-0.14%
12/11/2014,604.01,605.14,606.36,603.12,126.58K,-0.04%
11/11/2014,604.23,603.48,608.68,601.85,136.61K,0.35%
10/11/2014,602.12,604.75,607.5,602.12,138.82K,-0.08%
7/11/2014,602.59,598.41,603.32,597.73,125.60K,0.79%
6/11/2014,597.85,599.2,601.28,596.73,93.44K,0.14%
5/11/2014,597.01,599.64,602.53,593.53,146.01K,-0.23%
4/11/2014,598.39,601.55,604.47,598.39,116.13K,-0.79%
3/11/2014,603.15,603.44,606.94,602.51,123.87K,0.38%
31/10/2014,600.84,591.12,600.84,588.16,132.33K,1.99%
30/10/2014,589.14,593.09,594.3,589.14,96.46K,-0.35%
29/10/2014,591.2,585.68,591.83,585.68,100.31K,1.38%
28/10/2014,583.13,578.73,584.43,578.44,116.56K,0.40%
27/10/2014,580.8,590.33,591.59,580.02,104.19K,-1.81%
24/10/2014,591.51,592.66,595.33,588.72,93.57K,-0.34%
23/10/2014,593.53,598.87,602.02,593.11,151.03K,-1.34%
22/10/2014,601.59,600.27,603.97,598.99,101.80K,0.17%
21/10/2014,600.55,590.17,601.14,588.75,87.10K,1.92%
20/10/2014,589.24,588.38,593.2,585.7,82.45K,0.68%
17/10/2014,585.28,585.95,591.85,577.79,130.53K,-0.32%
16/10/2014,587.17,603.11,603.59,585.76,169.57K,-2.83%
15/10/2014,604.29,603.73,606.4,596.5,124.37K,-0.25%
14/10/2014,605.79,614.22,616.71,605.79,115.31K,-1.37%
13/10/2014,614.22,615.77,618.29,608.27,119.91K,-0.57%
10/10/2014,617.72,623.85,627.49,617.72,150.44K,-1.06%
9/10/2014,624.34,622.25,626.9,622.25,163.35K,1.15%
8/10/2014,617.26,615.04,618.37,611.98,175.39K,0.52%
7/10/2014,614.08,614.16,617.01,612.94,194.67K,-0.06%
6/10/2014,614.42,612.11,616.13,611.77,168.96K,0.47%
3/10/2014,611.55,613.38,615.42,610.55,190.32K,-0.18%
2/10/2014,612.66,612.43,614.8,607.57,180.22K,0.56%
1/10/2014,609.27,603.5,611.74,603.44,183.01K,1.75%
30/09/2014,598.8,597.11,601.54,594,153.79K,-0.16%
29/09/2014,599.78,605.03,605.03,599.78,127.43K,-0.86%
26/09/2014,604.98,608.8,610.15,604.98,143.92K,-0.02%
25/09/2014,605.1,604.31,605.5,594.28,135.77K,0.25%
24/09/2014,603.59,609.51,611.61,603.59,132.70K,-1.11%
23/09/2014,610.39,611.75,615.99,610.39,144.39K,-0.25%
22/09/2014,611.93,617.71,621.36,611.93,143.31K,-0.22%
19/09/2014,613.29,615.86,619.8,612.4,218.23K,-0.41%
18/09/2014,615.8,625.95,627.29,615.8,179.60K,-1.58%
17/09/2014,625.66,630.48,632.22,625.66,189.81K,-0.32%
16/09/2014,627.66,628.96,631.59,623.66,180.90K,-0.43%
15/09/2014,630.34,633.86,636.65,630.34,212.38K,-0.34%
12/9/2014,632.5,631.31,632.91,627.42,144.09K,0.56%
11/9/2014,628.99,629.77,633.6,626.26,129.42K,0.03%
10/9/2014,628.8,625.59,630.03,618.54,141.62K,0.30%
9/9/2014,626.92,640.5,641.2,622.76,280.30K,-2.02%
8/9/2014,639.85,641.88,642.72,639.19,182.23K,0.19%
5/9/2014,638.65,640.63,641.96,638.55,161.91K,-0.25%
4/9/2014,640.22,638.6,642.88,636.56,163.38K,-0.08%
3/9/2014,640.75,640.69,644.56,638.95,204.66K,0.64%
29/08/2014,636.65,634.91,640.19,631.11,189.88K,0.73%
28/08/2014,632.03,627.41,635.94,626.32,164.37K,0.52%
27/08/2014,628.77,630.84,632.25,624.68,157.14K,-0.05%
26/08/2014,629.06,627.13,631.17,625.1,135.43K,0.51%
25/08/2014,625.88,622.71,629.58,622.16,182.02K,0.93%
22/08/2014,620.14,614.51,622.97,614.51,163.55K,1.17%
21/08/2014,612.94,608.91,616.96,608.58,151.00K,1.03%
20/08/2014,606.7,604.3,608.72,602.81,107.83K,0.34%
19/08/2014,604.64,607.27,609.04,603.61,134.15K,-0.07%
18/08/2014,605.08,605.42,607.79,603.33,139.41K,0.14%
15/08/2014,604.24,605.25,608.46,603.24,105.90K,-0.17%
14/08/2014,605.25,605.03,607.84,604.08,112.03K,0.41%
13/08/2014,602.76,601.03,604.51,599.64,95.74K,0.16%
12/8/2014,601.78,600.52,604.89,598.71,83.00K,-0.06%
11/8/2014,602.13,602.78,607.16,600.48,87.72K,-0.55%
8/8/2014,605.43,607.18,610.09,604.08,108.88K,-0.36%
7/8/2014,607.62,603.94,608.42,603.13,91.13K,0.15%
6/8/2014,606.7,607.95,610.88,605.63,94.02K,-0.17%
5/8/2014,607.73,600.46,607.73,599.1,86.63K,1.45%
4/8/2014,599.04,592.04,600.52,592.04,71.64K,0.87%
1/8/2014,593.9,594.66,596.8,592.38,65.13K,-0.36%
31/07/2014,596.07,589.35,596.11,587.68,64.62K,1.14%
30/07/2014,589.33,591.15,593.58,588.53,81.07K,-0.49%
29/07/2014,592.24,590.57,592.24,585.75,62.28K,0.47%
28/07/2014,589.45,599.13,599.35,587.78,111.54K,-1.78%
25/07/2014,600.14,603.54,605.78,600.14,99.97K,-0.32%
24/07/2014,602.06,597.03,602.49,597.03,87.86K,0.76%
23/07/2014,597.5,599.56,599.56,594.1,65.42K,-0.08%
22/07/2014,597.98,599.3,600.93,594.85,103.90K,-0.51%
21/07/2014,601.04,598.11,604.64,596.96,111.56K,0.80%
18/07/2014,596.26,590.9,596.26,589.33,144.37K,1.00%
17/07/2014,590.37,588.99,591.42,586.07,96.55K,0.12%
16/07/2014,589.68,594.13,594.29,589.68,138.14K,0.06%
15/07/2014,589.31,587.92,590.09,587.68,137.43K,0.53%
14/07/2014,586.23,583.55,586.23,581.99,68.06K,0.59%
11/7/2014,582.77,584.29,586.57,580.54,78.30K,-0.36%
10/7/2014,584.88,591.21,591.35,581.49,152.83K,-1.14%
9/7/2014,591.6,591.82,593.42,590.46,109.82K,0.02%
8/7/2014,591.47,591.63,593.4,588.54,96.63K,0.13%
7/7/2014,590.69,592.23,594.84,589.61,127.75K,0.23%
4/7/2014,589.35,585.66,591.38,585.66,132.76K,0.74%
3/7/2014,585.02,581.24,585.02,580.55,131.46K,1.07%
2/7/2014,578.8,578.9,581.89,576.88,109.10K,0.13%
1/7/2014,578.07,578.93,582.16,577.3,104.40K,-0.01%
30/06/2014,578.13,578.28,582.26,577.76,76.50K,-0.12%
27/06/2014,578.82,576.29,580.75,575.1,74.42K,0.42%
26/06/2014,576.4,572.23,578.29,570.33,123.94K,0.72%
25/06/2014,572.27,570.33,574.62,569.27,96.49K,0.44%
24/06/2014,569.74,565.47,570.37,565.12,67.58K,0.68%
23/06/2014,565.92,561.97,567.71,561.97,62.54K,0.92%
20/06/2014,560.78,568.45,571.76,560.78,123.45K,-1.16%
19/06/2014,567.35,564.93,569.41,558.65,124.33K,-0.47%
18/06/2014,570.03,571.74,575.03,570.03,99.96K,-0.39%
17/06/2014,572.25,571.8,573.15,567.58,108.67K,-0.02%
16/06/2014,572.37,575.2,575.87,571.76,87.59K,-0.37%
13/06/2014,574.48,573.58,577.27,573.03,72.41K,0.12%
12/6/2014,573.77,571.19,574.75,568.58,96.14K,0.60%
11/6/2014,570.36,567.77,573.05,566.51,85.22K,0.61%
10/6/2014,566.89,566.31,571.73,564.32,79.45K,0.23%
9/6/2014,565.61,559.04,571.83,558.64,112.50K,1.18%
6/6/2014,559.04,553.62,559.04,551.8,60.85K,1.44%
5/6/2014,551.1,552.2,553.96,548.47,59.23K,-0.43%
4/6/2014,553.46,559.13,559.19,550.23,67.93K,-0.95%
3/6/2014,558.76,557.34,560.62,554.96,58.64K,0.35%
