Date,Close,Open,High,Low,Vol,Change
5/7/2019,975.34,973.04,975.34,970.16,137.92K,0.24%
4/7/2019,973.04,961.78,973.04,961.65,189.90K,1.32%
3/7/2019,960.39,960.44,961.67,956.91,136.59K,-0.17%
2/7/2019,961.98,964.77,966.76,959.8,138.22K,-0.38%
1/7/2019,965.61,958.92,965.61,957.66,166.45K,1.65%
28/06/2019,949.94,944.53,949.94,939.12,182.63K,0.72%
27/06/2019,943.11,959.48,959.48,943.11,159.03K,-1.67%
26/06/2019,959.13,960.13,962.7,958.38,252.32K,-0.10%
25/06/2019,960.13,961.19,963.23,960.06,164.35K,-0.28%
24/06/2019,962.85,960.29,967.11,959.8,150.30K,0.38%
21/06/2019,959.2,962.69,964.52,959.12,206.14K,0.00%
20/06/2019,959.18,949.48,962.33,948.97,185.49K,1.00%
19/06/2019,949.69,948.92,950.04,946.83,147.36K,0.60%
18/06/2019,944.01,945.73,947.3,938.95,166.94K,-0.31%
17/06/2019,946.95,953.97,955.18,944.47,174.37K,-0.70%
14/06/2019,953.61,948.65,954.7,948.65,155.88K,0.37%
13/06/2019,950.08,951.26,952.06,946.29,142.81K,-0.43%
12/6/2019,954.17,960.6,960.6,953.83,138.11K,-0.82%
11/6/2019,962.07,962.43,964.81,959.98,136.38K,-0.09%
10/6/2019,962.9,963.78,966.9,958.6,154.90K,0.48%
7/6/2019,958.28,951.64,958.28,950.94,148.04K,1.06%
6/6/2019,948.21,951.41,951.41,939.35,125.90K,-0.34%
5/6/2019,951.41,955.8,958.39,951.39,131.58K,0.03%
4/6/2019,951.16,945.62,951.42,943.21,162.40K,0.50%
3/6/2019,946.47,953.58,955.78,940.28,184.66K,-1.40%
31/05/2019,959.88,968.53,969.94,959.88,136.53K,-0.98%
30/05/2019,969.34,971.01,974.56,967.21,159.99K,-0.23%
29/05/2019,971.54,973.31,974.96,969.55,145.31K,-0.05%
28/05/2019,972,977.02,978.8,969.51,148.99K,-0.32%
27/05/2019,975.14,970.73,975.4,970.41,138.47K,0.53%
24/05/2019,970.03,976.59,983.14,970.03,168.34K,-1.29%
23/05/2019,982.71,982,984.57,977.17,160.09K,-0.11%
22/05/2019,983.78,986.66,992.26,982.68,174.96K,-0.25%
21/05/2019,986.29,989.67,992.84,986.07,206.56K,-0.09%
20/05/2019,987.13,975.95,987.13,974.47,153.16K,1.09%
17/05/2019,976.48,977.85,980.04,974.91,135.09K,0.08%
16/05/2019,975.69,976.96,981.22,975.69,170.22K,0.01%
15/05/2019,975.64,967.95,977.65,967.95,188.85K,1.07%
14/05/2019,965.34,952.13,965.34,952.13,158.18K,0.71%
13/05/2019,958.54,952.11,958.54,951.76,232.04K,0.63%
10/5/2019,952.55,950.37,953.92,947.85,131.03K,0.58%
9/5/2019,947.01,950.66,953.66,944.91,181.40K,-0.44%
8/5/2019,951.22,950.1,953.88,947.86,143.30K,-0.66%
7/5/2019,957.56,961.31,965.61,955.42,145.34K,-0.04%
6/5/2019,957.97,964.37,964.89,955.41,155.65K,-1.66%
3/5/2019,974.14,976.77,977.13,971.75,148.57K,-0.45%
2/5/2019,978.5,978.81,979.93,975.51,152.16K,-0.12%
26/04/2019,979.64,972.86,979.64,970.73,118.54K,0.57%
25/04/2019,974.13,976.46,976.46,971.92,149.12K,-0.29%
24/04/2019,976.92,969.66,978.71,969.66,134.07K,0.92%
23/04/2019,968,964.84,970.98,964.35,154.89K,0.22%
22/04/2019,965.86,963.78,966.69,959.33,216.34K,-0.04%
19/04/2019,966.21,968.27,971.73,965.46,106.98K,0.41%
18/04/2019,962.3,969.5,973.73,962.05,160.39K,-1.01%
17/04/2019,972.1,977.17,980.71,972.1,186.72K,-0.52%
16/04/2019,977.17,970.87,978.53,963.06,150.02K,-0.58%
12/4/2019,982.9,984.66,984.69,980.26,153.83K,-0.31%
11/4/2019,985.95,984.46,985.95,981.06,129.48K,0.41%
10/4/2019,981.91,984.79,987.27,976.83,159.91K,-0.66%
9/4/2019,988.48,999.89,"1,000.02",987.82,165.18K,-0.91%
8/4/2019,997.56,989.26,997.56,989.26,163.69K,0.84%
5/4/2019,989.26,986.91,990.38,986.39,189.29K,0.24%
4/4/2019,986.91,987.47,989.08,982.94,165.31K,0.25%
3/4/2019,984.46,984.74,985.26,980.3,216.94K,-0.14%
2/4/2019,985.81,994.87,996.41,985.48,236.02K,-0.28%
1/4/2019,988.53,980.76,988.53,980.76,188.62K,0.79%
29/03/2019,980.76,985.35,988.24,980.76,173.91K,-0.23%
28/03/2019,982.98,973.44,983.18,972.6,217.07K,0.72%
27/03/2019,975.91,976.67,979.32,972.25,159.94K,0.63%
26/03/2019,969.79,970.07,978.99,966.9,175.42K,-0.03%
25/03/2019,970.07,976.53,976.53,964.76,245.78K,-1.89%
22/03/2019,988.71,984.9,990.07,981.3,206.93K,0.71%
21/03/2019,981.78,"1,005.12","1,006.37",981.78,200.03K,-2.05%
20/03/2019,"1,002.30","1,002.86","1,003.25",992.02,300.09K,-0.43%
19/03/2019,"1,006.59","1,013.75","1,014.51","1,004.22",236.59K,-0.52%
18/03/2019,"1,011.86","1,004.12","1,013.29","1,004.12",230.55K,0.77%
15/03/2019,"1,004.12","1,008.44","1,008.44","1,001.10",250.28K,-0.43%
14/03/2019,"1,008.44","1,006.37","1,011.39","1,002.09",224.54K,0.30%
13/03/2019,"1,005.41","1,003.75","1,009.77","1,003.01",229.38K,0.41%
12/3/2019,"1,001.32",991.14,"1,001.32",990.46,208.19K,1.70%
11/3/2019,984.6,982.94,987.11,981.34,178.66K,-0.07%
8/3/2019,985.25,987.89,991.98,984.48,202.51K,-0.88%
7/3/2019,994.03,995.65,"1,004.55",994.03,210.70K,-0.05%
6/3/2019,994.49,993.01,994.49,985.51,250.93K,0.21%
5/3/2019,992.45,990.08,"1,000.25",987.92,297.44K,-0.15%
4/3/2019,993.99,983.5,994.46,983.33,235.64K,1.47%
1/3/2019,979.63,971.05,980.82,970.54,170.04K,1.47%
28/02/2019,965.47,989.84,990.25,965.47,224.81K,-2.50%
27/02/2019,990.27,989.61,994.46,988.09,258.93K,0.33%
26/02/2019,987.06,991.63,996.44,979.24,251.65K,-0.74%
25/02/2019,994.43,996.06,999.9,992.72,227.74K,0.56%
22/02/2019,988.91,983.99,993.16,982.86,215.63K,0.14%
21/02/2019,987.57,972.82,987.57,970.31,178.58K,1.75%
20/02/2019,970.58,963.29,972.75,963.29,170.88K,0.65%
19/02/2019,964.35,962.84,971.92,962.81,231.96K,0.32%
18/02/2019,961.3,954.85,961.3,953.32,194.65K,1.09%
15/02/2019,950.89,951.9,955.4,948.26,160.69K,-0.15%
14/02/2019,952.34,946.54,953.66,945.99,181.06K,0.75%
13/02/2019,945.25,937.61,945.25,937.34,215.28K,0.82%
12/2/2019,937.54,930.37,938.64,926.98,188.42K,1.24%
11/2/2019,926.1,916.21,926.1,916.07,124.64K,1.92%
1/2/2019,908.67,911.98,912.81,907.52,140.80K,-0.22%
31/01/2019,910.65,919.12,920.36,910.38,138.05K,-0.57%
30/01/2019,915.84,914.08,917.8,913.48,139.40K,-0.01%
29/01/2019,915.93,913.67,915.93,907.09,121.44K,0.41%
28/01/2019,912.18,912.53,913.43,908.9,133.32K,0.36%
25/01/2019,908.88,908.86,911.59,907.96,117.59K,0.01%
24/01/2019,908.79,908.56,910.59,906.59,110.29K,0.07%
23/01/2019,908.18,905.73,910.12,905.12,129.14K,0.18%
22/01/2019,906.55,912.73,913.37,906.55,152.16K,-0.49%
21/01/2019,911.05,905.25,911.74,903.09,165.63K,0.97%
18/01/2019,902.3,902.7,906.35,900.64,140.75K,0.05%
17/01/2019,901.89,908.48,909.06,901.89,133.89K,-0.75%
16/01/2019,908.7,911.32,912.48,906.39,164.29K,-0.11%
15/01/2019,909.68,901.21,909.68,898.92,127.19K,0.87%
14/01/2019,901.8,903.83,903.83,897.18,143.85K,-0.10%
11/1/2019,902.71,899.1,904.37,899.1,131.41K,0.49%
10/1/2019,898.3,897.85,899.47,895.17,130.59K,0.15%
9/1/2019,896.99,890.26,897.25,888.61,160.51K,1.08%
8/1/2019,887.44,891.37,891.87,883.67,112.83K,-0.25%
7/1/2019,889.64,890.47,896.63,885.3,127.55K,0.99%
4/1/2019,880.9,872.69,881.48,861.85,136.57K,0.31%
3/1/2019,878.22,889.78,892.21,872.12,156.58K,-1.52%
2/1/2019,891.75,900.1,900.1,891.1,111.52K,-0.09%
28/12/2018,892.54,903.79,903.79,892.54,175.94K,-0.92%
27/12/2018,900.81,904.8,906.63,900.81,151.69K,1.02%
26/12/2018,891.75,896.63,899.49,890.86,139.07K,-0.69%
25/12/2018,897.94,893.71,897.94,882.17,250.43K,-1.17%
24/12/2018,908.56,910.86,916.41,908.56,158.97K,-0.41%
21/12/2018,912.26,911.57,915.02,907.88,199.11K,-0.65%
20/12/2018,918.24,915.5,921.79,914.18,146.89K,-0.11%
19/12/2018,919.24,926.35,927.03,914.55,186.09K,-0.86%
18/12/2018,927.25,933.65,933.65,917.03,175.72K,-0.69%
17/12/2018,933.65,948.09,948.09,933.65,255.17K,-1.93%
14/12/2018,952.04,958.78,960.09,951.04,200.32K,-0.85%
13/12/2018,960.25,961.28,966.83,960.1,171.86K,-0.11%
12/12/2018,961.28,956.32,961.28,956,222.07K,0.70%
11/12/2018,954.58,955.93,957.97,949.34,180.82K,-0.14%
10/12/2018,955.89,955.06,958.25,951.5,213.52K,-0.28%
7/12/2018,958.59,956.49,962.39,955.96,190.46K,0.39%
6/12/2018,954.82,957.14,959.59,948.44,179.14K,-0.24%
5/12/2018,957.14,950.34,960.87,946.97,212.46K,-0.18%
4/12/2018,958.84,952.97,960.44,950.89,227.42K,0.76%
3/12/2018,951.59,937.7,951.59,937.1,209.83K,2.70%
30/11/2018,926.54,924.49,928.92,921.08,158.59K,-0.03%
29/11/2018,926.79,934.88,937.75,926.79,131.82K,-0.37%
28/11/2018,930.2,923.12,930.2,922.03,136.36K,0.77%
27/11/2018,923.12,925.12,930.37,921.26,152.64K,0.23%
26/11/2018,921.03,915.67,921.96,914.43,118.73K,0.33%
23/11/2018,917.97,923.91,925.84,916.87,137.97K,-0.70%
22/11/2018,924.42,924.93,926.15,922.02,155.62K,0.20%
21/11/2018,922.56,909.83,922.56,907.47,152.76K,0.39%
20/11/2018,919.02,909.76,919.02,909.76,159.14K,0.32%
19/11/2018,916.06,902.65,916.06,900.61,149.94K,1.99%
16/11/2018,898.19,901.44,903.21,894.14,160.63K,0.12%
15/11/2018,897.15,901.13,903.83,892.5,166.09K,-0.42%
14/11/2018,900.93,904.16,910.58,898.83,142.27K,-0.49%
13/11/2018,905.38,904.35,910.2,903.48,170.03K,-1.39%
12/11/2018,918.12,909.36,918.99,903.95,125.02K,0.42%
9/11/2018,914.29,921.11,925.31,914.29,149.09K,-1.29%
8/11/2018,926.28,928.69,932.86,925.54,145.78K,0.45%
7/11/2018,922.16,922.03,924.6,915.41,143.11K,0.01%
6/11/2018,922.05,931,931.27,921.93,139.12K,-0.38%
5/11/2018,925.53,920.87,925.53,915.77,136.55K,0.07%
2/11/2018,924.86,911.35,927.62,910.4,222.36K,1.86%
1/11/2018,907.96,915.52,918.84,905.73,182.19K,-0.74%
31/10/2018,914.76,894.23,914.76,894.23,216.19K,2.93%
30/10/2018,888.69,881.32,894.8,880.85,133.32K,-0.01%
29/10/2018,888.82,895.05,897.84,884.92,139.99K,-1.33%
26/10/2018,900.82,918.11,918.16,900.82,157.34K,-1.03%
25/10/2018,910.17,902.59,912.07,885.34,177.77K,-1.36%
24/10/2018,922.73,935.25,939.06,922.73,149.35K,-1.80%
23/10/2018,939.68,950.12,950.42,925.29,202.94K,-1.45%
22/10/2018,953.51,958.36,963.79,953.51,147.53K,-0.51%
19/10/2018,958.36,949.94,959.63,945.83,153.57K,-0.53%
18/10/2018,963.47,968.93,970.75,962.68,145.46K,-0.84%
17/10/2018,971.6,973.14,975.27,969.06,152.27K,0.85%
16/10/2018,963.37,950.36,963.69,950.36,149.13K,1.23%
15/10/2018,951.64,968.8,969.36,951.64,144.31K,-1.90%
12/10/2018,970.08,939.2,970.08,933.35,228.89K,2.56%
11/10/2018,945.89,972.21,972.21,938.83,353.53K,-4.84%
10/10/2018,993.96,998.66,999.62,991.22,191.36K,-0.22%
9/10/2018,996.19,998.7,"1,001.87",996.19,202.59K,0.01%
8/10/2018,996.12,"1,003.31","1,006.13",996.12,205.52K,-1.22%
