Date,BID,ACB,MBB,HPG,HDB,FPT,SSI,BCM,BVH,STB,CTG,GAS,GVR,MSN,MWG,PLX,POW,SAB,SHB,SSB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
22/09/2023,"46,050.00","22,300.00","18,700.00","27,300.00","17,550.00","96,700.00","32,600.00","69,500","43,600.00","32,900.00","31,650.00","90,900.00","75,400","75,400","52,100","39,150.00","12,300.00","78,600","11,800.00","25,500.00","34,000.00","18,550.00","89,300","48,000","20,300","50,000","97,600","77,500.00","21,250.00","27,400.00"
21/09/2023,"45,200.00","22,400.00","18,950.00","28,400.00","17,550.00","96,800.00","34,750.00","70,600","44,350.00","32,350.00","31,700.00","106,500.00","78,800","78,800","54,200","39,800.00","12,700.00","80,000","12,050.00","26,500.00","34,300.00","19,050.00","87,000","50,200","20,650","52,200","99,300","78,000.00","21,650.00","28,150.00"
20/09/2023,"45,700.00","22,450.00","19,200.00","28,400.00","17,850.00","98,500.00","36,450.00","70,000","44,600.00","33,250.00","32,050.00","109,000.00","79,700","79,700","55,800","40,400.00","12,800.00","80,500","12,200.00","26,500.00","34,350.00","19,500.00","88,000","50,700","21,000","53,500","99,400","78,300.00","21,900.00","28,100.00"
19/09/2023,"45,200.00","22,300.00","19,000.00","28,150.00","17,700.00","98,400.00","36,200.00","68,000","44,050.00","33,300.00","32,100.00","110,000.00","79,000","79,000","55,500","39,900.00","12,750.00","79,000","12,050.00","26,800.00","33,900.00","19,050.00","88,100","49,350","20,700","51,700","99,400","78,900.00","21,900.00","27,600.00"
18/09/2023,"45,750.00","22,450.00","19,150.00","27,600.00","17,600.00","96,900.00","35,700.00","68,000","44,800.00","32,600.00","32,050.00","109,000.00","78,500","78,500","55,000","39,600.00","12,650.00","80,800","12,100.00","26,800.00","34,100.00","18,950.00","88,800","48,950","20,950","53,000","98,800","78,900.00","22,150.00","27,700.00"
15/09/2023,"46,800.00","22,650.00","19,400.00","27,600.00","18,000.00","97,500.00","35,500.00","69,000","44,900.00","32,500.00","32,750.00","109,600.00","79,700","79,700","55,900","40,150.00","12,750.00","83,100","12,200.00","27,000.00","34,900.00","19,200.00","89,800","50,500","21,550","53,600","99,700","79,500.00","22,550.00","28,400.00"
14/09/2023,"46,750.00","22,450.00","19,150.00","27,800.00","17,500.00","95,900.00","35,650.00","70,300","45,200.00","31,800.00","33,200.00","106,000.00","78,600","78,600","57,300","40,000.00","12,750.00","85,200","12,300.00","26,300.00","34,900.00","19,000.00","89,100","49,000","21,700","55,500","99,000","79,400.00","22,400.00","28,900.00"
13/09/2023,"47,000.00","22,550.00","19,050.00","28,400.00","17,450.00","98,000.00","35,800.00","71,000","45,550.00","31,950.00","32,550.00","105,600.00","80,100","80,100","57,500","40,300.00","12,950.00","166,800","12,350.00","27,150.00","35,000.00","19,250.00","89,100","52,100","21,000","59,200","99,000","79,100.00","22,450.00","29,000.00"
12/9/2023,"47,000.00","22,750.00","19,250.00","28,750.00","17,400.00","98,900.00","35,800.00","71,800","45,800.00","32,350.00","32,300.00","102,700.00","81,000","81,000","55,800","40,000.00","12,900.00","168,900","12,550.00","27,350.00","35,300.00","19,200.00","89,900","53,500","20,400","60,300","101,900","80,300.00","22,300.00","29,500.00"
11/9/2023,"46,500.00","22,350.00","18,750.00","28,000.00","17,100.00","97,400.00","33,500.00","71,000","45,500.00","31,600.00","31,900.00","101,400.00","79,600","79,600","54,500","39,850.00","12,700.00","167,500","12,300.00","27,000.00","34,550.00","18,950.00","88,500","52,500","20,200","59,100","99,000","79,500.00","21,900.00","28,700.00"
8/9/2023,"47,000.00","22,750.00","19,100.00","28,750.00","17,350.00","97,600.00","33,750.00","72,600","45,650.00","32,500.00","32,300.00","102,200.00","81,800","81,800","55,500","39,400.00","12,850.00","160,600","12,700.00","27,500.00","35,350.00","19,400.00","89,500","54,000","20,600","59,100","101,400","80,000.00","21,800.00","29,600.00"
7/9/2023,"47,350.00","22,900.00","19,300.00","28,650.00","17,300.00","97,900.00","33,650.00","71,000","45,750.00","33,000.00","32,650.00","102,900.00","82,000","82,000","55,000","39,350.00","12,900.00","160,500","12,750.00","27,450.00","35,750.00","19,650.00","89,500","55,100","20,700","60,800","101,000","79,500.00","21,750.00","30,300.00"
6/9/2023,"47,300.00","22,950.00","19,250.00","29,000.00","17,200.00","99,000.00","34,000.00","71,200","45,650.00","33,050.00","32,650.00","101,500.00","82,700","82,700","55,000","39,300.00","13,000.00","159,000","12,650.00","27,800.00","35,200.00","19,750.00","90,200","55,900","20,650","61,600","101,700","80,000.00","21,800.00","30,300.00"
5/9/2023,"47,500.00","22,750.00","19,150.00","27,800.00","17,100.00","96,800.00","33,350.00","71,300","45,450.00","32,700.00","32,650.00","99,600.00","81,500","81,500","54,300","39,150.00","13,000.00","158,800","12,650.00","27,500.00","35,000.00","19,650.00","90,100","55,300","20,600","62,300","100,500","80,100.00","21,000.00","30,150.00"
31/08/2023,"46,950.00","22,600.00","18,500.00","27,600.00","16,850.00","96,700.00","33,400.00","72,200","45,200.00","32,650.00","32,450.00","98,600.00","81,500","81,500","53,800","38,550.00","12,800.00","158,000","12,450.00","28,100.00","34,500.00","19,600.00","89,100","54,700","20,350","62,100","98,000","77,800.00","20,950.00","30,300.00"
30/08/2023,"46,200.00","22,450.00","18,400.00","27,200.00","16,350.00","96,600.00","33,500.00","71,800","45,050.00","32,500.00","32,100.00","99,300.00","79,600","79,600","53,800","38,400.00","12,700.00","159,800","12,250.00","28,100.00","34,000.00","19,550.00","89,100","54,600","20,000","62,000","96,900","77,800.00","20,800.00","29,700.00"
29/08/2023,"45,800.00","22,050.00","18,250.00","27,000.00","16,200.00","93,600.00","32,350.00","71,300","44,800.00","31,750.00","31,250.00","99,900.00","80,000","80,000","52,900","38,050.00","12,600.00","158,100","12,250.00","28,350.00","33,900.00","19,000.00","88,400","54,600","19,800","63,400","97,500","77,400.00","20,850.00","29,250.00"
28/08/2023,"45,400.00","22,050.00","18,200.00","26,850.00","16,300.00","94,000.00","32,450.00","69,400","44,900.00","31,650.00","31,150.00","103,200.00","80,700","80,700","51,700","38,150.00","12,700.00","156,300","12,100.00","28,300.00","34,000.00","19,000.00","87,000","54,700","19,800","64,700","98,000","77,900.00","20,300.00","29,750.00"
25/08/2023,"45,200.00","21,950.00","18,100.00","25,950.00","16,250.00","90,600.00","32,200.00","66,500","44,900.00","31,100.00","31,150.00","101,400.00","79,700","79,700","50,500","37,550.00","12,500.00","156,200","11,950.00","28,200.00","33,650.00","18,850.00","86,200","54,100","19,600","63,500","97,000","74,900.00","20,200.00","28,700.00"
24/08/2023,"45,800.00","22,050.00","18,250.00","26,300.00","16,200.00","90,000.00","32,000.00","67,000","45,400.00","31,550.00","31,750.00","102,400.00","80,000","80,000","50,300","37,800.00","12,600.00","153,500","12,100.00","28,450.00","33,800.00","18,800.00","87,000","55,400","19,750","64,200","97,500","74,700.00","20,500.00","29,050.00"
23/08/2023,"45,700.00","21,850.00","18,000.00","25,650.00","16,100.00","86,500.00","30,400.00","67,700","45,500.00","30,900.00","31,300.00","101,900.00","77,500","77,500","49,700","37,400.00","12,350.00","150,100","12,000.00","28,200.00","33,200.00","18,500.00","86,300","54,500","19,750","65,000","96,500","73,500.00","20,250.00","28,750.00"
22/08/2023,"45,800.00","22,050.00","18,200.00","26,150.00","16,400.00","86,500.00","30,700.00","68,500","45,400.00","32,150.00","31,550.00","100,300.00","77,700","77,700","50,000","37,700.00","12,800.00","150,000","12,100.00","28,200.00","33,100.00","18,550.00","88,400","55,500","19,850","64,500","97,300","72,700.00","20,600.00","29,300.00"
21/08/2023,"45,600.00","22,000.00","18,150.00","26,200.00","16,200.00","85,900.00","28,850.00","69,400","44,600.00","31,800.00","32,000.00","99,100.00","78,400","78,400","49,000","37,500.00","13,000.00","152,700","12,150.00","26,600.00","32,750.00","18,500.00","89,800","56,000","19,850","65,800","96,000","72,900.00","20,800.00","29,500.00"
18/08/2023,"44,200.00","21,900.00","18,100.00","26,500.00","16,200.00","85,500.00","28,300.00","68,000","44,200.00","31,300.00","30,700.00","97,600.00","79,000","79,000","50,200","37,350.00","13,050.00","153,600","12,000.00","27,450.00","32,500.00","18,100.00","89,500","56,800","19,550","66,900","97,900","73,300.00","20,600.00","29,100.00"
17/08/2023,"47,100.00","22,700.00","18,850.00","28,100.00","17,150.00","86,000.00","29,950.00","72,000","46,500.00","32,350.00","32,600.00","100,000.00","82,100","82,100","53,900","39,750.00","14,000.00","155,700","12,850.00","29,400.00","34,700.00","18,850.00","89,400","61,000","20,700","71,900","100,000","73,600.00","22,150.00","30,600.00"
16/08/2023,"47,500.00","22,900.00","19,000.00","27,950.00","17,150.00","85,100.00","28,850.00","72,900","46,900.00","32,900.00","32,350.00","100,200.00","81,800","81,800","53,800","40,250.00","13,900.00","157,300","12,900.00","29,500.00","35,300.00","19,100.00","89,200","62,900","20,650","75,600","100,800","73,100.00","22,400.00","31,500.00"
15/08/2023,"47,000.00","22,850.00","18,950.00","27,950.00","17,050.00","84,000.00","28,700.00","73,200","47,200.00","31,500.00","32,400.00","100,400.00","82,400","82,400","54,000","40,350.00","13,900.00","157,300","12,950.00","29,500.00","34,050.00","19,000.00","88,900","61,700","20,600","70,700","101,900","72,800.00","22,000.00","31,300.00"
14/08/2023,"47,600.00","23,050.00","18,950.00","28,150.00","17,150.00","82,600.00","29,150.00","73,500","46,900.00","31,900.00","32,300.00","100,600.00","82,200","82,200","54,200","40,550.00","13,750.00","158,000","12,950.00","29,750.00","33,800.00","18,650.00","89,000","61,200","20,700","73,300","100,200","73,400.00","21,950.00","30,300.00"
11/8/2023,"46,700.00","22,900.00","18,900.00","27,700.00","17,050.00","82,000.00","28,150.00","74,100","46,700.00","31,850.00","32,100.00","101,500.00","84,500","84,500","53,300","40,650.00","13,650.00","159,500","12,950.00","30,400.00","33,650.00","18,650.00","90,400","60,900","20,550","72,600","101,100","73,500.00","22,000.00","30,750.00"
10/8/2023,"46,500.00","22,900.00","18,900.00","27,350.00","17,200.00","82,200.00","28,100.00","74,000","47,000.00","30,550.00","31,650.00","102,000.00","83,000","83,000","52,000","40,800.00","13,800.00","160,600","12,950.00","30,000.00","33,500.00","18,500.00","88,500","60,600","20,650","67,900","100,700","73,100.00","21,950.00","30,050.00"
9/8/2023,"48,200.00","23,200.00","19,150.00","27,800.00","17,300.00","83,100.00","28,600.00","76,100","47,400.00","31,200.00","32,500.00","101,000.00","88,000","88,000","52,600","40,700.00","13,900.00","161,000","13,150.00","30,000.00","34,000.00","18,850.00","90,200","60,600","20,950","65,800","101,600","73,100.00","22,050.00","30,900.00"
8/8/2023,"48,650.00","23,400.00","19,200.00","27,200.00","17,350.00","84,200.00","29,100.00","76,700","47,550.00","29,800.00","32,600.00","101,200.00","89,200","89,200","53,600","40,900.00","14,100.00","161,600","13,250.00","30,300.00","34,000.00","19,000.00","90,700","62,800","21,200","67,000","103,000","74,500.00","22,200.00","31,000.00"
7/8/2023,"48,850.00","23,750.00","19,350.00","27,550.00","17,350.00","84,500.00","29,700.00","76,700","48,000.00","30,050.00","32,600.00","100,900.00","88,200","88,200","53,800","40,500.00","13,700.00","161,000","13,450.00","30,250.00","34,350.00","19,300.00","90,800","62,900","21,400","63,900","101,900","74,900.00","22,650.00","29,600.00"
4/8/2023,"48,400.00","24,400.00","19,000.00","27,350.00","17,150.00","83,300.00","29,200.00","77,200","47,100.00","28,950.00","31,000.00","100,300.00","86,300","86,300","53,000","40,300.00","13,600.00","160,500","13,300.00","29,000.00","33,600.00","18,950.00","90,100","63,000","21,000","62,200","101,000","73,000.00","22,200.00","28,700.00"
3/8/2023,"48,550.00","23,450.00","18,850.00","26,850.00","17,200.00","83,700.00","28,500.00","77,400","47,300.00","28,600.00","30,900.00","99,600.00","86,100","86,100","52,700","40,100.00","13,500.00","161,500","12,650.00","30,250.00","33,500.00","18,450.00","90,600","60,100","20,650","58,200","101,000","72,600.00","21,700.00","28,400.00"
2/8/2023,"49,100.00","23,100.00","18,900.00","27,500.00","17,400.00","83,500.00","29,000.00","77,900","47,850.00","29,100.00","31,050.00","100,400.00","85,200","85,200","51,700","40,950.00","13,700.00","158,900","12,650.00","30,250.00","33,900.00","18,900.00","91,500","61,900","20,700","58,300","100,800","76,100.00","22,000.00","28,900.00"
1/8/2023,"48,200.00","22,850.00","18,850.00","27,500.00","17,550.00","84,500.00","28,800.00","79,000","47,250.00","28,950.00","30,400.00","100,700.00","86,700","86,700","51,700","41,000.00","13,450.00","158,400","12,550.00","29,950.00","34,000.00","18,800.00","91,200","62,800","20,650","58,900","101,200","76,000.00","21,950.00","29,100.00"
31/07/2023,"47,200.00","22,950.00","18,850.00","28,200.00","17,350.00","85,600.00","29,650.00","81,000","48,150.00","28,950.00","30,000.00","101,600.00","87,300","87,300","53,700","41,500.00","13,700.00","156,800","12,600.00","29,150.00","34,300.00","18,750.00","91,600","63,000","20,800","55,100","102,000","78,000.00","22,150.00","29,650.00"
28/07/2023,"46,700.00","22,200.00","18,700.00","28,300.00","17,250.00","84,400.00","29,750.00","78,000","46,650.00","28,650.00","29,500.00","99,500.00","86,100","86,100","54,500","40,050.00","13,550.00","157,000","12,600.00","29,700.00","33,800.00","18,700.00","93,000","58,900","20,750","51,500","97,800","77,400.00","22,100.00","28,800.00"
27/07/2023,"46,700.00","22,150.00","18,600.00","28,400.00","17,200.00","83,700.00","29,450.00","78,500","46,550.00","28,100.00","29,350.00","98,200.00","84,200","84,200","54,100","39,900.00","13,300.00","160,200","12,500.00","29,650.00","33,100.00","18,550.00","92,700","57,500","20,650","51,100","96,900","75,700.00","21,750.00","28,500.00"
26/07/2023,"47,350.00","22,300.00","18,750.00","28,400.00","17,200.00","82,700.00","29,000.00","78,400","46,650.00","28,300.00","29,800.00","98,200.00","84,600","84,600","52,100","40,500.00","13,550.00","161,600","12,600.00","29,600.00","33,450.00","18,800.00","93,400","59,000","20,800","51,000","96,500","75,000.00","21,850.00","28,900.00"
25/07/2023,"47,150.00","22,300.00","18,800.00","28,250.00","17,200.00","81,300.00","28,800.00","78,000","46,900.00","28,500.00","29,900.00","98,800.00","83,400","83,400","53,090","40,300.00","13,250.00","158,000","12,600.00","29,500.00","33,500.00","19,000.00","91,700","58,600","20,950","51,500","97,100","74,500.00","21,850.00","29,000.00"
24/07/2023,"46,800.00","22,050.00","18,750.00","28,250.00","17,250.00","81,000.00","28,700.00","79,200","47,250.00","28,700.00","29,850.00","98,500.00","84,000","84,000","53,982","40,300.00","13,300.00","155,000","12,600.00","29,400.00","32,450.00","18,650.00","88,569","59,100","21,000","52,000","96,800","73,600.00","21,850.00","28,400.00"
21/07/2023,"46,750.00","22,100.00","18,650.00","28,400.00","17,200.00","81,000.00","28,750.00","79,600","47,500.00","28,750.00","29,700.00","99,400.00","83,000","83,000","52,500","40,500.00","13,250.00","153,100","14,400.00","29,300.00","32,300.00","18,750.00","105,000","59,000","20,550","52,100","98,000","73,500.00","21,400.00","28,400.00"
20/07/2023,"46,250.00","22,000.00","18,450.00","28,200.00","17,000.00","80,300.00","28,000.00","80,300","46,800.00","27,850.00","29,650.00","98,700.00","79,500","79,500","49,100","39,700.00","13,300.00","153,200","14,350.00","29,300.00","31,900.00","18,800.00","105,000","57,700","20,500","52,000","97,800","72,600.00","21,000.00","28,050.00"
19/07/2023,"46,250.00","22,000.00","18,400.00","27,400.00","16,850.00","78,500.00","28,500.00","80,100","46,900.00","28,250.00","29,900.00","98,900.00","80,800","80,800","48,500","40,100.00","13,300.00","152,800","14,100.00","29,300.00","32,300.00","18,700.00","106,500","58,500","20,550","52,100","96,700","72,600.00","20,650.00","27,950.00"
18/07/2023,"46,700.00","22,000.00","18,600.00","27,200.00","18,900.00","78,700.00","28,550.00","79,800","47,050.00","28,450.00","29,850.00","99,800.00","80,500","80,500","48,050","40,550.00","13,500.00","153,100","14,150.00","29,300.00","32,300.00","18,950.00","104,300","58,800","20,550","52,700","96,300","72,400.00","20,950.00","28,300.00"
17/07/2023,"46,200.00","22,000.00","18,600.00","27,300.00","18,900.00","79,000.00","28,800.00","80,000","47,300.00","28,000.00","29,700.00","99,000.00","80,700","80,700","48,650","40,950.00","13,350.00","153,500","13,700.00","29,100.00","31,900.00","18,250.00","104,800","59,000","20,400","52,900","97,300","72,300.00","20,450.00","28,650.00"
14/07/2023,"46,750.00","22,000.00","18,650.00","27,500.00","18,900.00","78,300.00","28,500.00","80,900","46,800.00","29,000.00","29,900.00","99,000.00","81,800","81,800","49,450","40,900.00","13,300.00","153,800","13,700.00","29,000.00","31,950.00","18,150.00","105,000","56,400","20,250","51,400","97,900","73,300.00","19,900.00","28,000.00"
13/07/2023,"46,900.00","22,000.00","18,347.80","27,050.00","18,600.00","75,800.00","28,400.00","81,000","47,000.00","30,000.00","30,000.00","99,300.00","81,800","81,800","49,350","41,400.00","13,350.00","153,500","13,800.00","28,950.00","31,950.00","18,250.00","104,900","56,300","20,200","51,500","94,900","73,100.00","19,950.00","28,150.00"
12/7/2023,"46,700.00","21,850.00","21,000.00","27,000.00","18,550.00","75,300.00","27,950.00","80,700","46,850.00","29,800.00","30,000.00","96,500.00","79,500","79,500","49,150","41,500.00","13,250.00","151,000","13,750.00","28,700.00","31,650.00","18,150.00","104,000","55,100","20,100","51,400","93,900","73,500.00","19,650.00","28,100.00"
11/7/2023,"46,550.00","22,000.00","21,200.00","27,300.00","18,600.00","75,000.00","28,050.00","81,000","45,500.00","30,000.00","30,300.00","97,200.00","79,200","79,200","48,800","41,250.00","13,250.00","150,000","13,600.00","28,900.00","31,950.00","18,300.00","103,000","53,900","20,300","50,800","94,200","72,800.00","19,900.00","27,300.00"
10/7/2023,"46,950.00","21,950.00","20,750.00","27,700.00","18,350.00","75,300.00","27,500.00","80,500","45,600.00","29,850.00","29,700.00","97,500.00","77,900","77,900","47,750","41,800.00","13,200.00","150,300","13,500.00","28,750.00","32,000.00","18,200.00","102,700","53,800","20,300","50,900","94,200","72,100.00","20,050.00","26,950.00"
7/7/2023,"44,300.00","21,700.00","20,450.00","27,450.00","18,350.00","75,300.00","26,450.00","80,100","45,250.00","29,600.00","29,600.00","96,000.00","75,200","75,200","45,500","40,300.00","13,100.00","151,000","13,500.00","28,650.00","31,550.00","18,050.00","105,000","54,000","19,800","50,100","93,800","70,900.00","19,850.00","27,000.00"
6/7/2023,"43,950.00","21,700.00","20,200.00","27,000.00","18,200.00","74,600.00","26,300.00","79,800","45,000.00","29,100.00","29,350.00","95,200.00","76,000","76,000","43,200","40,300.00","13,250.00","153,400","13,050.00","28,600.00","31,550.00","18,200.00","100,700","54,500","19,600","50,400","94,300","70,500.00","19,550.00","26,950.00"
5/7/2023,"44,350.00","21,950.00","20,400.00","26,950.00","18,450.00","74,800.00","26,200.00","80,100","44,800.00","29,900.00","29,550.00","94,300.00","75,800","75,800","43,350","40,300.00","13,500.00","153,800","13,150.00","27,300.00","31,950.00","18,100.00","102,000","56,100","19,900","51,000","94,300","69,800.00","19,950.00","27,500.00"
4/7/2023,"44,000.00","22,000.00","20,350.00","26,250.00","18,550.00","87,000.00","26,500.00","80,800","45,050.00","29,850.00","29,450.00","95,100.00","75,600","75,600","43,250","39,850.00","13,400.00","153,600","13,250.00","27,100.00","32,000.00","18,150.00","100,000","56,500","19,650","51,300","94,100","70,600.00","19,850.00","27,200.00"
3/7/2023,"44,500.00","22,050.00","20,200.00","26,200.00","18,450.00","86,400.00","25,700.00","80,900","44,500.00","29,700.00","29,250.00","94,000.00","75,400","75,400","43,000","37,650.00","13,300.00","153,700","12,950.00","27,050.00","32,000.00","18,150.00","100,000","55,900","19,650","51,100","94,400","70,700.00","19,850.00","27,000.00"
30/06/2023,"43,350.00","22,050.00","20,200.00","26,150.00","18,600.00","86,000.00","25,800.00","79,200","44,100.00","29,800.00","29,500.00","93,000.00","75,200","75,200","43,300","37,350.00","13,400.00","153,600","12,500.00","27,050.00","32,350.00","18,000.00","100,000","55,000","19,650","51,000","94,300","71,000.00","19,850.00","26,800.00"
29/06/2023,"44,500.00","21,900.00","20,300.00","25,800.00","18,350.00","86,500.00","25,450.00","79,200","44,300.00","29,550.00","29,900.00","94,600.00","75,400","75,400","42,700","37,500.00","13,550.00","154,000","12,600.00","27,150.00","32,650.00","18,100.00","101,900","55,000","19,750","51,800","94,100","71,900.00","19,900.00","27,000.00"
28/06/2023,"45,350.00","22,300.00","20,700.00","26,600.00","18,750.00","87,000.00","26,550.00","80,000","45,150.00","29,900.00","30,000.00","95,400.00","77,000","77,000","43,900","38,100.00","13,800.00","154,700","12,850.00","27,300.00","33,300.00","18,450.00","101,100","55,400","19,850","52,200","94,900","70,600.00","20,250.00","27,300.00"
27/06/2023,"44,300.00","22,200.00","20,100.00","25,800.00","18,700.00","87,300.00","26,600.00","81,000","45,300.00","29,600.00","29,350.00","96,300.00","77,700","77,700","44,200","38,150.00","13,600.00","154,400","12,700.00","27,200.00","32,950.00","18,400.00","100,000","55,900","19,800","52,400","95,200","70,500.00","20,100.00","27,450.00"
26/06/2023,"44,300.00","22,250.00","20,200.00","25,200.00","18,800.00","85,800.00","25,800.00","81,300","45,250.00","29,600.00","29,250.00","96,000.00","77,700","77,700","44,350","37,550.00","13,650.00","156,000","12,750.00","27,150.00","33,300.00","18,450.00","100,000","55,500","19,950","52,200","94,800","70,600.00","20,250.00","26,700.00"
23/06/2023,"44,300.00","21,900.00","20,200.00","25,400.00","18,650.00","85,100.00","26,000.00","80,600","45,100.00","30,300.00","29,250.00","95,200.00","77,300","77,300","42,900","37,500.00","13,700.00","156,500","12,800.00","27,150.00","32,900.00","18,500.00","99,900","56,000","19,950","52,000","94,700","69,100.00","20,200.00","26,850.00"
22/06/2023,"43,950.00","21,650.00","19,900.00","24,850.00","18,700.00","85,500.00","26,100.00","81,300","44,150.00","30,000.00","29,450.00","95,600.00","76,300","76,300","43,050","37,650.00","13,750.00","154,800","12,700.00","31,900.00","32,600.00","18,400.00","100,400","55,700","19,750","52,400","94,200","66,900.00","19,600.00","27,000.00"
21/06/2023,"43,400.00","21,700.00","19,850.00","24,600.00","18,650.00","85,800.00","26,000.00","82,100","44,150.00","29,400.00","29,150.00","95,800.00","76,100","76,100","42,700","37,500.00","13,650.00","155,000","12,700.00","31,750.00","32,500.00","18,400.00","100,000","54,600","19,417","52,400","94,000","66,300.00","19,650.00","26,800.00"
20/06/2023,"43,500.00","21,650.00","19,650.00","23,650.00","18,700.00","85,500.00","25,700.00","82,000","44,000.00","29,250.00","29,200.00","96,500.00","75,200","75,200","42,500","37,200.00","13,600.00","155,300","12,700.00","31,500.00","32,150.00","18,250.00","99,900","55,100","19,417","52,000","95,100","65,500.00","19,500.00","26,650.00"
19/06/2023,"43,300.00","21,650.00","19,550.00","23,350.00","18,350.00","84,700.00","26,400.00","81,000","43,700.00","28,750.00","28,600.00","95,200.00","74,500","74,500","41,500","37,200.00","13,550.00","156,800","12,800.00","31,450.00","32,100.00","18,300.00","101,700","55,000","19,250","52,100","95,600","65,800.00","19,450.00","26,550.00"
16/06/2023,"43,700.00","21,800.00","19,700.00","23,450.00","18,600.00","84,500.00","26,100.00","81,200","44,050.00","29,000.00","28,500.00","95,500.00","76,600","76,600","41,350","37,200.00","13,500.00","155,000","12,600.00","31,450.00","32,550.00","18,200.00","105,000","56,000","19,250","53,500","95,500","66,100.00","19,550.00","26,500.00"
15/06/2023,"43,850.00","21,700.00","19,700.00","23,150.00","18,650.00","84,100.00","25,700.00","80,000","44,400.00","27,800.00","29,000.00","96,600.00","77,100","77,100","41,700","38,300.00","13,550.00","159,000","12,450.00","31,500.00","32,650.00","18,150.00","103,500","56,500","19,292","53,500","97,100","66,300.00","19,700.00","26,850.00"
14/06/2023,"44,000.00","21,650.00","19,750.00","23,100.00","18,650.00","84,200.00","25,400.00","80,800","44,600.00","27,800.00","28,700.00","94,600.00","78,000","78,000","42,050","38,050.00","13,750.00","162,000","12,550.00","31,500.00","32,600.00","18,150.00","102,600","57,000","19,417","53,800","97,100","67,100.00","19,750.00","27,150.00"
13/06/2023,"44,350.00","21,600.00","19,800.00","23,400.00","18,600.00","84,400.00","25,350.00","81,400","45,000.00","28,200.00","28,300.00","94,000.00","78,800","78,800","43,000","38,050.00","13,850.00","161,800","12,250.00","31,500.00","32,800.00","18,150.00","102,500","56,700","19,500","54,100","96,500","67,600.00","19,500.00","27,100.00"
12/6/2023,"43,650.00","21,450.00","20,350.00","22,950.00","18,400.00","84,900.00","25,350.00","82,000","44,500.00","28,200.00","28,400.00","93,900.00","78,400","78,400","43,000","37,950.00","13,900.00","162,000","12,200.00","31,550.00","32,700.00","18,400.00","101,000","55,400","19,583","53,400","96,400","67,900.00","19,600.00","26,700.00"
9/6/2023,"43,450.00","21,550.00","20,250.00","22,900.00","18,500.00","84,600.00","25,250.00","80,000","43,800.00","28,100.00","28,350.00","93,700.00","76,500","76,500","41,400","38,000.00","13,750.00","158,000","12,150.00","31,350.00","32,400.00","18,650.00","100,500","55,500","19,500","52,300","96,000","65,800.00","19,500.00","26,700.00"
8/6/2023,"43,700.00","21,600.00","20,000.00","22,800.00","18,700.00","83,600.00","24,300.00","79,300","44,100.00","27,600.00","28,550.00","93,600.00","74,400","74,400","40,650","38,300.00","13,800.00","159,800","12,200.00","31,400.00","31,750.00","25,600.00","100,000","55,400","19,042","52,400","97,200","65,500.00","19,500.00","26,900.00"
7/6/2023,"44,350.00","21,850.00","20,350.00","22,600.00","19,000.00","85,000.00","25,100.00","79,600","44,650.00","28,350.00","28,900.00","94,500.00","75,500","75,500","41,800","38,900.00","13,750.00","159,800","12,300.00","31,600.00","32,600.00","26,250.00","97,000","55,300","19,667","52,800","96,600","66,200.00","19,900.00","27,250.00"
6/6/2023,"44,800.00","21,800.00","20,450.00","21,750.00","19,200.00","85,300.00","25,150.00","77,900","44,950.00","28,300.00","28,700.00","95,100.00","73,600","73,600","41,800","38,900.00","13,800.00","160,000","12,500.00","31,550.00","32,700.00","25,800.00","99,000","55,000","19,667","53,200","97,700","66,400.00","19,850.00","27,350.00"
5/6/2023,"44,700.00","21,750.00","19,800.00","21,650.00","19,050.00","85,000.00","24,100.00","77,800","44,500.00","28,050.00","28,750.00","94,000.00","74,100","74,100","41,200","39,100.00","13,950.00","159,400","12,350.00","31,500.00","31,900.00","26,100.00","98,000","53,700","19,333","52,100","96,800","66,500.00","19,750.00","27,100.00"
2/6/2023,"44,700.00","21,800.00","19,700.00","21,600.00","19,050.00","83,800.00","24,100.00","78,000","44,100.00","28,300.00","28,650.00","92,000.00","72,300","72,300","40,800","38,250.00","13,650.00","158,000","12,050.00","31,300.00","32,200.00","26,300.00","94,900","53,400","19,208","52,000","96,800","65,900.00","19,850.00","27,100.00"
1/6/2023,"43,900.00","21,400.00","18,800.00","21,400.00","18,600.00","83,500.00","23,450.00","77,700","43,650.00","28,000.00","27,950.00","92,000.00","71,800","71,800","39,300","37,450.00","13,650.00","158,200","11,750.00","30,550.00","30,300.00","26,150.00","93,900","53,000","17,958","52,000","97,500","66,100.00","19,400.00","26,850.00"
31/05/2023,"44,000.00","25,400.00","18,600.00","21,200.00","18,400.00","84,100.00","23,150.00","78,000","43,500.00","27,700.00","28,000.00","92,800.00","72,000","72,000","39,200","37,500.00","13,650.00","158,000","11,750.00","30,350.00","29,950.00","25,000.00","94,000","53,500","17,833","52,000","97,500","66,100.00","19,300.00","27,100.00"
30/05/2023,"43,800.00","25,200.00","18,750.00","21,350.00","18,800.00","84,000.00","23,350.00","78,000","43,800.00","27,700.00","28,050.00","92,900.00","72,800","72,800","39,400","37,900.00","13,650.00","156,000","11,750.00","30,200.00","30,200.00","24,100.00","94,500","54,900","17,750","52,400","98,500","66,500.00","19,450.00","27,700.00"
